date            rain
2015-01-01	24.8
2015-01-02	0
2015-01-03	0.7
2015-01-04	0.1
2015-01-05	0.3
2015-01-06	1.5
2015-01-07	14
2015-01-08	5.4
2015-01-09	13.9
2015-01-10	2.3
2015-01-11	4.6
2015-01-12	3.6
2015-01-13	4.1
2015-01-14	8.3
2015-01-15	3.2
2015-01-16	4.4
2015-01-17	1.3
2015-01-18	0.7
2015-01-19	0.1
2015-01-20	0.1
2015-01-21	0.5
2015-01-22	0
2015-01-23	13.5
2015-01-24	0.5
2015-01-25	7.4
2015-01-26	0.2
2015-01-27	6.8
2015-01-28	2
2015-01-29	3.3
2015-01-30	4.2
2015-01-31	0
2015-02-01	0
2015-02-02	0
2015-02-03	0
2015-02-04	0
2015-02-05	0
2015-02-06	0
2015-02-07	0
2015-02-08	0.2
2015-02-09	0
2015-02-10	0
2015-02-11	0.4
2015-02-12	0
2015-02-13	2.6
2015-02-14	0
2015-02-15	6.1
2015-02-16	0
2015-02-17	0.2
2015-02-18	12.4
2015-02-19	1.1
2015-02-20	3.6
2015-02-21	0.3
2015-02-22	8.4
2015-02-23	1.4
2015-02-24	2.6
2015-02-25	20.4
2015-02-26	0.4
2015-02-27	1.4
2015-02-28	5
2015-03-01	12.9
2015-03-02	2.9
2015-03-03	1.1
2015-03-04	0.1
2015-03-05	0
2015-03-06	0
2015-03-07	3.8
2015-03-08	0.2
2015-03-09	4.8
2015-03-10	0
2015-03-11	6.8
2015-03-12	22.9
2015-03-13	1.1
2015-03-14	0
2015-03-15	0
2015-03-16	0
2015-03-17	0.1
2015-03-18	0
2015-03-19	0
2015-03-20	0.1
2015-03-21	0
2015-03-22	0.8
2015-03-23	0.5
2015-03-24	2.2
2015-03-25	7.4
2015-03-26	0.1
2015-03-27	7.9
2015-03-28	5.4
2015-03-29	3.5
2015-03-30	16.6
2015-03-31	1.7
2015-04-01	3.2
2015-04-02	3.6
2015-04-03	1.8
2015-04-04	0.1
2015-04-05	0.3
2015-04-06	0.3
2015-04-07	0
2015-04-08	0
2015-04-09	0
2015-04-10	3.3
2015-04-11	6.4
2015-04-12	5.9
2015-04-13	0.1
2015-04-14	1.5
2015-04-15	0.8
2015-04-16	0
2015-04-17	0
2015-04-18	0
2015-04-19	0.8
2015-04-20	0
2015-04-21	0
2015-04-22	0
2015-04-23	0
2015-04-24	2
2015-04-25	1.6
2015-04-26	0
2015-04-27	4.1
2015-04-28	9.7
2015-04-29	4.7
2015-04-30	0.1
2015-05-01	0
2015-05-02	11.8
2015-05-03	2.7
2015-05-04	5
2015-05-05	9.7
2015-05-06	6.6
2015-05-07	0.1
2015-05-08	18.9
2015-05-09	0.1
2015-05-10	11.3
2015-05-11	0.1
2015-05-12	0
2015-05-13	0
2015-05-14	0
2015-05-15	11.3
2015-05-16	0
2015-05-17	19.1
2015-05-18	4.2
2015-05-19	0.8
2015-05-20	0.1
2015-05-21	2
2015-05-22	0.2
2015-05-23	7.6
2015-05-24	0
2015-05-25	0
2015-05-26	0
2015-05-27	7.1
2015-05-28	9.9
2015-05-29	1.9
2015-05-30	8.9
2015-05-31	1.5
2015-06-01	23.3
2015-06-02	3.3
2015-06-03	0
2015-06-04	0
2015-06-05	0
2015-06-06	0
2015-06-07	0
2015-06-08	0
2015-06-09	0
2015-06-10	0
2015-06-11	0
2015-06-12	0
2015-06-13	2.8
2015-06-14	0.1
2015-06-15	0
2015-06-16	3.2
2015-06-17	3.8
2015-06-18	0.1
2015-06-19	0.9
2015-06-20	3.9
2015-06-21	3.5
2015-06-22	0
2015-06-23	0
2015-06-24	0
2015-06-25	0.5
2015-06-26	1.1
2015-06-27	0.7
2015-06-28	1.6
2015-06-29	0.1
2015-06-30	0
2015-07-01	0.3
2015-07-02	1
2015-07-03	4.2
2015-07-04	0.1
2015-07-05	8.1
2015-07-06	5.6
2015-07-07	4.7
2015-07-08	0.2
2015-07-09	0
2015-07-10	1.8
2015-07-11	14.8
2015-07-12	1.4
2015-07-13	6.1
2015-07-14	0
2015-07-15	0
2015-07-16	0.1
2015-07-17	0
2015-07-18	2.7
2015-07-19	0.1
2015-07-20	1.6
2015-07-21	0.4
2015-07-22	1.7
2015-07-23	0
2015-07-24	0
2015-07-25	0
2015-07-26	5.3
2015-07-27	20.3
2015-07-28	6.5
2015-07-29	0.4
2015-07-30	0.1
2015-07-31	6.9
2015-08-01	0.7
2015-08-02	2.3
2015-08-03	0.2
2015-08-04	1.2
2015-08-05	1.3
2015-08-06	0.7
2015-08-07	0
2015-08-08	2.8
2015-08-09	0.3
2015-08-10	0.6
2015-08-11	0
2015-08-12	0
2015-08-13	12.5
2015-08-14	5.1
2015-08-15	0.2
2015-08-16	0
2015-08-17	0
2015-08-18	1
2015-08-19	5.9
2015-08-20	1.6
2015-08-21	15.4
2015-08-22	8.2
2015-08-23	16.1
2015-08-24	0
2015-08-25	4.5
2015-08-26	3.2
2015-08-27	2.1
2015-08-28	2.9
2015-08-29	0.4
2015-08-30	0.1
2015-08-31	0
2015-09-01	2.2
2015-09-02	1
2015-09-03	0
2015-09-04	1.5
2015-09-05	0
2015-09-06	0
2015-09-07	0.1
2015-09-08	0
2015-09-09	0
2015-09-10	0
2015-09-11	12.9
2015-09-12	0.6
2015-09-13	0
2015-09-14	2.7
2015-09-15	0
2015-09-16	0
2015-09-17	1.7
2015-09-18	0
2015-09-19	0
2015-09-20	4.9
2015-09-21	9
2015-09-22	0.1
2015-09-23	2.4
2015-09-24	0.9
2015-09-25	0.1
2015-09-26	0
2015-09-27	0
2015-09-28	0
2015-09-29	0
2015-09-30	0
2015-10-01	0
2015-10-02	0
2015-10-03	0.1
2015-10-04	1.7
2015-10-05	1.3
2015-10-06	9.9
2015-10-07	0.5
2015-10-08	0
2015-10-09	0
2015-10-10	0
2015-10-11	0
2015-10-12	0
2015-10-13	0
2015-10-14	0
2015-10-15	0
2015-10-16	0
2015-10-17	0
2015-10-18	0
2015-10-19	0.1
2015-10-20	20.1
2015-10-21	2.3
2015-10-22	0
2015-10-23	0.5
2015-10-24	3.1
2015-10-25	0.2
2015-10-26	0
2015-10-27	6.2
2015-10-28	7
2015-10-29	9.7
2015-10-30	6.5
2015-10-31	0.4
2015-11-01	0.1
2015-11-02	0.1
2015-11-03	2.4
2015-11-04	0.2
2015-11-05	8.5
2015-11-06	15.3
2015-11-07	6.6
2015-11-08	17.5
2015-11-09	18
2015-11-10	7.6
2015-11-11	17.2
2015-11-12	14.3
2015-11-13	4.8
2015-11-14	25.7
2015-11-15	3.9
2015-11-16	8.1
2015-11-17	15.9
2015-11-18	22.2
2015-11-19	4.2
2015-11-20	3.4
2015-11-21	0
2015-11-22	0.1
2015-11-23	17.8
2015-11-24	3.3
2015-11-25	0.2
2015-11-26	4.1
2015-11-27	12.4
2015-11-28	13
2015-11-29	6.3
2015-11-30	15.4
2015-12-01	0.7
2015-12-02	9
2015-12-03	14.3
2015-12-04	27.1
2015-12-05	65.4
2015-12-06	0.3
2015-12-07	2.8
2015-12-08	3.6
2015-12-09	25.5
2015-12-10	5.6
2015-12-11	3.8
2015-12-12	19.3
2015-12-13	1.8
2015-12-14	0.3
2015-12-15	9.6
2015-12-16	1.1
2015-12-17	1.6
2015-12-18	2
2015-12-19	38.4
2015-12-20	1.5
2015-12-21	15.6
2015-12-22	7.7
2015-12-23	9.2
2015-12-24	0.7
2015-12-25	37.7
2015-12-26	27.7
2015-12-27	1.6
2015-12-28	0.3
2015-12-29	0.7
2015-12-30	6.3
2015-12-31	8.5

